ResourceID,Shift,JobID,Starttime,Day
4,2,1524,0,6
4,2,1523,0.3999999999999984,6
4,2,1522,0.7999999999999968,6
4,2,1642,1.1999999999999953,6
4,2,1641,2.033333333333325,6
4,2,1640,2.866666666666655,6
4,2,1639,3.699999999999985,6
4,2,1638,4.5333333333333155,6
4,2,1637,5.366666666666646,6
4,2,1636,6.199999999999976,6
4,1,1636,0,7
4,1,1635,0.83333333333333,7
4,1,1634,1.66666666666666,7
4,1,1688,2.4999999999999902,7
4,1,1687,3.249999999999987,7
4,1,1686,3.999999999999984,7
4,1,1685,4.749999999999981,7
5,1,1548,0,1
5,1,1547,7.999999999999968,1
5,2,1547,0,1
5,1,1547,0,2
5,1,1546,7.999999999999968,2
5,2,1546,0,2
5,2,1545,3.999999999999984,2
5,1,1545,0,3
5,1,1544,7.999999999999968,3
5,2,1544,0,3
5,1,1544,0,4
5,1,1543,7.999999999999968,4
5,2,1543,0,4
9,1,343,0,1
9,1,342,4.466666666666649,1
9,2,342,0,1
9,2,341,4.466666666666649,1
9,1,341,0,2
9,1,340,4.466666666666649,2
9,2,340,0,2
9,2,373,4.466666666666649,2
9,1,373,0,3
9,2,373,0,3
9,1,373,0,4
9,2,372,0,4
9,1,372,0,5
9,2,371,0,5
9,1,371,0,6
9,2,371,0,6
9,1,387,0,7
9,2,387,0,7
9,1,402,0,8
9,2,402,0,8
9,1,402,0,9
9,2,420,0,9
9,1,420,0,10
9,2,420,0,10
9,1,420,0,11
9,2,453,0,11
9,1,453,0,12
9,2,453,0,12
9,1,453,0,13
9,2,468,0,13
9,1,468,0,14
9,2,467,0,14
9,1,467,0,15
9,2,466,0,15
9,1,466,0,16
9,1,518,7.266666666666638,16
9,2,518,0,16
9,2,517,4.466666666666649,16
9,1,517,0,17
9,1,516,4.466666666666649,17
9,2,516,0,17
9,2,515,4.466666666666649,17
9,1,515,0,18
9,1,514,4.466666666666649,18
9,2,514,0,18
9,2,513,6.6999999999999735,18
9,1,513,0,19
9,1,512,4.466666666666649,19
9,2,512,0,19
9,2,511,4.466666666666649,19
9,1,511,0,20
9,1,510,4.466666666666649,20
9,2,510,0,20
9,2,509,4.466666666666649,20
9,1,509,0,21
9,1,508,4.466666666666649,21
9,2,508,0,21
9,2,507,6.6999999999999735,21
13,1,1662,0,1
13,2,1662,0,1
13,1,1662,0,2
13,2,1662,0,2
13,1,1661,0,3
13,2,1661,0,3
13,1,1661,0,4
13,2,1661,0,4
13,1,1660,0,5
13,2,1660,0,5
13,1,1660,0,6
13,2,1660,0,6
13,1,1659,0,7
13,2,1659,0,7
13,1,1659,0,8
13,2,1659,0,8
13,1,1658,0,9
13,2,1658,0,9
13,1,1658,0,10
13,2,1658,0,10
13,1,1657,0,11
13,2,1657,0,11
13,1,1657,0,12
13,2,1657,0,12
16,1,588,0,1
16,1,587,0.0,1
16,1,586,0.0,1
16,1,585,0.0,1
16,1,584,0.0,1
16,1,583,0.0,1
16,1,582,0.0,1
16,1,581,0.0,1
16,1,580,0.0,1
16,1,579,0.0,1
16,1,578,0.0,1
16,1,1650,0.0,1
16,1,1649,5.016666666666647,1
16,2,1649,0,1
16,2,1666,5.016666666666647,1
16,2,1665,5.033333333333314,1
16,2,1772,5.04999999999998,1
16,2,1771,6.04999999999998,1
16,1,1771,0,2
16,1,1822,1.0,2
16,1,1840,1.0166666666666666,2
16,1,2108,1.0333333333333332,2
16,1,2107,1.0499999999999998,2
16,1,2106,1.0666666666666664,2
16,1,2105,1.083333333333333,2
16,1,2104,1.0999999999999996,2
16,1,2103,1.1166666666666663,2
16,1,2102,1.1333333333333329,2
16,1,2101,1.1499999999999995,2
16,1,2100,1.166666666666666,2
16,1,2099,1.1833333333333327,2
16,1,2098,1.1999999999999993,2
16,1,2097,1.216666666666666,2
16,1,2096,1.2333333333333325,2
16,1,2095,1.2499999999999991,2
16,1,2132,1.2666666666666657,2
16,1,2131,1.299999999999999,2
16,1,2130,1.3333333333333321,2
16,1,2129,1.3666666666666654,2
16,1,2212,1.3999999999999986,2
16,1,2211,1.4166666666666652,2
16,1,2210,1.4333333333333318,2
16,1,2209,1.4499999999999984,2
16,1,2208,1.466666666666665,2
16,1,2305,1.4833333333333316,2
16,1,2356,1.4999999999999982,2
16,1,2484,1.5166666666666648,2
16,1,2485,1.6499999999999977,2
16,1,2500,1.7833333333333306,2
16,1,2499,1.9166666666666634,2
16,1,2498,2.0499999999999963,2
16,1,2518,2.183333333333329,2
17,1,1542,0,1
17,2,1542,0,1
17,3,1542,0,1
17,1,1542,0,2
17,2,1542,0,2
17,3,1542,0,2
17,1,1542,0,3
17,2,1542,0,3
17,3,1542,0,3
17,1,1542,0,4
17,2,1542,0,4
17,3,1542,0,4
17,1,1542,0,5
17,2,1542,0,5
17,3,1542,0,5
17,1,1542,0,6
17,2,1542,0,6
17,3,1542,0,6
17,1,1542,0,7
17,2,1542,0,7
17,3,1542,0,7
17,1,1542,0,8
17,2,1542,0,8
17,3,1542,0,8
17,1,1542,0,9
17,2,1542,0,9
17,3,1542,0,9
17,1,1542,0,10
17,2,1542,0,10
17,3,1542,0,10
17,1,1542,0,11
17,2,1542,0,11
17,3,1542,0,11
17,1,1542,0,12
17,2,1542,0,12
17,3,1542,0,12
17,1,1542,0,13
17,2,1542,0,13
17,3,1542,0,13
17,1,1542,0,14
17,2,1542,0,14
17,3,1542,0,14
17,1,1542,0,15
17,2,1542,0,15
17,3,1542,0,15
17,1,1542,0,16
17,2,1542,0,16
17,3,1542,0,16
17,1,1542,0,17
17,2,1542,0,17
17,3,1542,0,17
17,1,1542,0,18
17,2,1542,0,18
17,3,1542,0,18
17,1,1542,0,19
17,2,1542,0,19
17,3,1542,0,19
17,1,1542,0,20
17,2,1542,0,20
17,3,1542,0,20
17,1,1542,0,21
17,2,1542,0,21
17,3,1542,0,21
28,1,1674,0,1
28,1,1673,0,1
28,1,1672,0,1
28,1,1671,0,1
28,1,1728,0,1
28,1,1727,0,1
28,1,1726,0,1
28,1,1725,0,1
28,1,1724,0,1
28,1,1723,0,1
28,1,1722,0,1
28,1,1721,0,1
28,1,1720,0,1
28,1,1719,0,1
28,1,1718,0,1
28,1,1717,0,1
28,1,1716,0,1
28,1,1715,0,1
28,1,1714,0,1
28,1,1713,0,1
28,1,1712,0,1
28,1,1711,0,1
28,1,1710,0,1
28,1,1709,0,1
28,2,1674,0,1
28,2,1673,0,1
28,2,1672,0,1
28,2,1671,0,1
28,3,1674,0,1
28,3,1673,0,1
28,3,1672,0,1
28,3,1671,0,1
