PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0023],10,2026-09-14 18:40:00,2026-09-16 11:00:00,M3-01_(FR3_01),1460.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[4022-680-50231],25,2026-09-16 12:00:00,2026-09-16 22:20:00,M3-01_(FR3_01),615.0,14996.0,25,[4022-680-50231] MBI WS MK2 F&T BMA CONNECT 1,2026-09-03 02:00:00,TBRM /MO/02306
[7007-2500-0010],1,2026-09-17 08:00:00,2026-09-17 10:30:00,M3-01_(FR3_01),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
[4022-671-49061],152,2026-09-17 10:40:00,2026-09-18 21:30:00,M3-01_(FR3_01),1610.0,14988.0,152,[4022-671-49061] Bpam front 1,2026-10-05 02:00:00,TBRM /MO/02308
[4022-671-49061],54,2026-09-18 21:40:00,2026-09-21 11:40:00,M3-01_(FR3_01),360.0,14988.0,54,[4022-671-49061] Bpam front 1,2026-09-17 02:00:00,TBRM /MO/02232
[BD50-5085-011-C],20,2026-09-21 11:50:00,2026-09-21 15:20:00,M3-01_(FR3_01),210.0,15033.0,20,[BD50-5085-011-C] bracket,2026-11-12 01:00:00,TBRM /MO/01836
[4022-680-50251],26,2026-09-21 16:00:00,2026-09-22 15:50:00,M3-01_(FR3_01),948.0,14997.0,26,[4022-680-50251] MBI WS MK2 F&T BMA CONNECT,2026-07-23 02:00:00,TBRM /MO/01759-002
[4022-666-3837-1],200,2026-09-22 16:00:00,2026-09-23 18:10:00,M3-01_(FR3_01),1090.0,14985.0,200,[4022-666-3837-1] LSPH Bellow Clamp,2026-10-08 02:00:00,TBRM /MO/02296
[4022-666-3837-1],200,2026-09-23 18:20:00,2026-09-24 13:50:00,M3-01_(FR3_01),690.0,14985.0,200,[4022-666-3837-1] LSPH Bellow Clamp,2026-10-08 02:00:00,TBRM /MO/02296
[00429-00-662-B],400,2026-09-24 16:00:00,2026-09-24 19:10:00,M3-01_(FR3_01),190.0,14895.0,400,[00429-00-662-B] Arret lever,2026-08-06 12:00:00,TBRM /MO/02299
[E.520002-001],392,2026-09-24 19:20:00,2026-09-24 21:50:00,M3-01_(FR3_01),146.0,17609.0,392,[E.520002-001] mounting relay,2026-08-25 02:00:00,TBRM /MO/02321
[BD50-5085-013-C],55,2026-09-24 22:00:00,2026-09-25 13:00:00,M3-01_(FR3_01),420.0,15034.0,55,[BD50-5085-013-C] bracket,2026-11-12 01:00:00,TBRM /MO/01838
[7001-2580-0044],20,2026-09-25 14:20:00,2026-09-25 19:50:00,M3-01_(FR3_01),326.67,18721.0,20,[7001-2580-0044] ST Clamping Axle / FM / FM2010-M00009 Rev. D,2026-08-10 02:00:00,TBRM /MO/01864
[BD50-5075-015F],20,2026-09-25 20:00:00,2026-09-25 23:30:00,M3-01_(FR3_01),210.0,15030.0,20,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01844
[BD50-5085-013-C],45,2026-09-28 14:40:00,2026-09-28 20:40:00,M3-01_(FR3_01),360.0,15034.0,45,[BD50-5085-013-C] bracket,2026-11-12 01:00:00,TBRM /MO/01839
[BD50-5085-011-C],50,2026-09-29 12:00:00,2026-09-29 18:30:00,M3-01_(FR3_01),390.0,15033.0,50,[BD50-5085-011-C] bracket,2026-11-12 01:00:00,TBRM /MO/01837
[00385-00-346-A],279,2026-09-30 08:00:00,2026-10-01 12:10:00,M3-01_(FR3_01),1206.0,14892.0,279,[00385-00-346-A] Plint fixing strip right,2027-02-08 12:00:00,TBRM /MO/02310
[BD50-5075-011-E],44,2026-10-01 12:20:00,2026-10-01 16:50:00,M3-01_(FR3_01),266.0,15028.0,44,[BD50-5075-011-E] bracket,2026-11-24 01:00:00,TBRM /MO/02375
[4598-008-08901B POS 1],300,2026-10-02 16:00:00,2026-10-05 21:30:00,M3-01_(FR3_01),1290.0,15022.0,300,[4598-008-08901B POS 1] CEILING INLET*,2026-10-26 01:00:00,TBRM /MO/02307
[00385-00-321-A],714,2026-10-07 13:20:00,2026-10-12 14:30:00,M3-01_(FR3_01),2946.0,14890.0,714,[00385-00-321-A] Plint fixing strip left,2027-02-08 12:00:00,TBRM /MO/02311
