OperationID,Name,ProcessTime
547,Packaging _ Vingerhouder,0
548,Picking _ COOLING HOUSE,0
549,Milling _ COOLING HOUSE,0
550,BW - Benchwork _ COOLING HOUSE,0
551,Cleanin_ COOLING HOUSE,0
552,Packaging _ COOLING HOUSE,0
553,Milling _ Carriage,0
554,Nickel platin_ Carriage,0
555,BW - Benchwork _ Carriage,0
556,Picking _ CID Ventilblock (ASCO),0
557,Milling _ CID Ventilblock (ASCO),0
558,BW - Benchwork _ CID Ventilblock (ASCO),0
559,Packaging _ CID Ventilblock (ASCO),0
560,Picking _ [V] frontdeckel (1841462),0
561,Milling _ [V] frontdeckel (1841462),0
562,BW - Benchwork _ [V] frontdeckel (1841462),0
563,Nickel platin_ [V] frontdeckel (1841462),0
564,Packaging _ [V] frontdeckel (1841462),0
565,Material prep _ Ventillblock vxe 1834191,0
566,Milling _ Ventillblock vxe 1834191,0
567,BW - Benchwork _ Ventillblock vxe 1834191,0
568,Packaging _ Ventillblock vxe 1834191,0
569,Material prep _ Klemmaufnahme,0
570,Milling _ Klemmaufnahme,0
571,BW - Benchwork _ Klemmaufnahme,0
572,Anodisin_ Klemmaufnahme,0
573,Packaging _ Klemmaufnahme,0
574,Material prep _ Bev. Klitteband,0
575,Milling _ Bev. Klitteband,0
576,BW - Benchwork _ Bev. Klitteband,0
577,Packaging _ Bev. Klitteband,0
578,Material prep _ nul-graden arretsegment,0
579,Milling _ nul-graden arretsegment,0
580,BW - Benchwork _ nul-graden arretsegment,0
581,Passivatin_ nul-graden arretsegment,0
582,Packaging _ nul-graden arretsegment,0
583,Picking _ Bracket,0
584,Milling _ Bracket,0
585,Packaging _ Bracket,0
586,Material prep _ HINGE BLOCK FIXED LF,0
587,Machining _ HINGE BLOCK FIXED LF,0
588,Benchwork _ HINGE BLOCK FIXED LF,0
589,Packaging _ HINGE BLOCK FIXED LF,0
590,Material prep _ EXE REMA TT Hinge  Block 1,0
591,Milling _ EXE REMA TT Hinge  Block 1,0
592,Anodising + Cleanin_ EXE REMA TT Hinge  Block 1,0
593,Packaging _ EXE REMA TT Hinge  Block 1,0
594,Material prep _ EXE REMA TT Hinge Block 2,0
595,Milling _ EXE REMA TT Hinge Block 2,0
596,Anodising + Cleanin_ EXE REMA TT Hinge Block 2,0
597,Packaging _ EXE REMA TT Hinge Block 2,0
598,Material prep _ EXE REMA TT Clamp Block 3,0
599,Milling _ EXE REMA TT Clamp Block 3,0
600,Anodising + Cleanin_ EXE REMA TT Clamp Block 3,0
601,Packaging _ EXE REMA TT Clamp Block 3,0
602,Picking _ RS Lock MF-X Spring Block,0
603,Milling _ RS Lock MF-X Spring Block,0
604,Anodisin_ RS Lock MF-X Spring Block,0
605,Packaging _ RS Lock MF-X Spring Block,0
606,Picking _ BOTTOM PLATER RESERVOIR,0
607,Milling _ BOTTOM PLATER RESERVOIR,0
608,Packaging _ BOTTOM PLATER RESERVOIR,0
609,Picking _ KM Heatsink SR5 70X10X25 rev C,0
610,Milling _ KM Heatsink SR5 70X10X25 rev C,0
611,Cleanin_ KM Heatsink SR5 70X10X25 rev C,0
612,Packaging _ KM Heatsink SR5 70X10X25 rev C,0
613,Automatic Sawing _ RS Lock MF-X Preload Housing,0
